celebrity_name,ballroom_partner,season,placement,results,elimination_week,celebrity_industry,celebrity_age,week1_total_score,week1_avg_score,week1_judge_count,week2_total_score,week2_avg_score,week2_judge_count,week3_total_score,week3_avg_score,week3_judge_count,week4_total_score,week4_avg_score,week4_judge_count,week5_total_score,week5_avg_score,week5_judge_count,week6_total_score,week6_avg_score,week6_judge_count,week7_total_score,week7_avg_score,week7_judge_count,week8_total_score,week8_avg_score,week8_judge_count,week9_total_score,week9_avg_score,week9_judge_count,week10_total_score,week10_avg_score,week10_judge_count,week11_total_score,week11_avg_score,week11_judge_count
Barbara Corcoran,Keo Motsepe,25,13,Eliminated Week 2,2.0,Entrepreneur,68,14.0,4.666666666666667,3,17.0,5.666666666666667,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Lindsey Stirling,Mark Ballas,25,2,2nd Place,,Musician,31,22.0,7.333333333333333,3,22.5,7.5,3,27.0,9.0,3,26.0,8.666666666666666,3,28.0,9.333333333333334,3,40.0,10.0,4,25.5,8.5,3,27.0,9.0,3,28.5,9.5,3,40.0,10.0,4,,,0
Debbie Gibson,Alan Bersten,25,12,Eliminated Week 2,2.0,Singer/Rapper,47,17.0,5.666666666666667,3,20.5,6.833333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Nick Lachey,Peta Murgatroyd,25,9,Eliminated Week 6,6.0,Singer/Rapper,43,18.0,6.0,3,19.0,6.333333333333333,3,21.0,7.0,3,22.0,7.333333333333333,3,22.0,7.333333333333333,3,26.0,6.5,4,,,0,,,0,,,0,,,0,,,0
Drew Scott,Emma Slater,25,4,Eliminated Week 10,10.0,TV Personality,39,16.0,5.333333333333333,3,20.5,6.833333333333333,3,23.0,7.666666666666667,3,24.0,8.0,3,25.0,8.333333333333334,3,30.0,7.5,4,28.5,9.5,3,23.5,7.833333333333333,3,24.0,8.0,3,37.5,9.375,4,,,0
Vanessa Lachey,Maksim Chmerkoskiy,25,7,Eliminated Week 7,7.0,TV Personality,36,21.0,7.0,3,23.5,7.833333333333333,3,23.0,7.666666666666667,3,24.0,8.0,3,24.0,8.0,3,36.0,9.0,4,27.0,9.0,3,,,0,,,0,,,0,,,0
Jamie Anderson,Artem Chigvintsev,26,10,Eliminated Week 1,1.0,Athlete,27,19.0,6.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Johnny Damon,Emma Slater,26,9,Eliminated Week 1,1.0,Athlete,44,18.0,6.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Kareem Abdul-Jabbar,Lindsay Arnold,26,8,Eliminated Week 2,2.0,Athlete,71,17.0,5.666666666666667,3,29.5,7.375,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Arike Ogunbowale,Gleb Savchenko,26,7,Eliminated Week 2,2.0,Athlete,21,20.0,6.666666666666667,3,35.0,8.75,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Jennie Finch Daigle,Keo Motsepe,26,6,Eliminated Week 3,3.0,Athlete,37,21.0,7.0,3,31.5,7.875,4,29.0,7.25,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Chris Mazdzer,Witney Carson,26,5,Eliminated Week 3,3.0,Athlete,29,21.0,7.0,3,33.0,8.25,4,33.0,8.25,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Mirai Nagasu,Alan Bersten,26,4,Eliminated Week 3,3.0,Athlete,25,23.0,7.666666666666667,3,37.0,9.25,4,35.0,8.75,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Tonya Harding,Sasha Farber,26,3,3rd Place,,Athlete,47,23.0,7.666666666666667,3,33.0,8.25,4,35.0,8.75,4,28.0,9.333333333333334,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Josh Norman,Sharna Burgess,26,2,2nd Place,,Athlete,30,24.0,8.0,3,31.5,7.875,4,38.0,9.5,4,28.5,9.5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Adam Rippon,Jenna Johnson,26,1,1st Place,,Athlete,28,24.0,8.0,3,37.0,9.25,4,41.0,10.25,4,29.0,9.666666666666666,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Juan Pablo Di Pace,Cheryl Burke,27,5,Eliminated Week 8,8.0,Actor/Actress,39,22.0,7.333333333333333,3,26.0,8.666666666666666,3,30.0,10.0,3,24.0,8.0,3,29.0,9.666666666666666,3,30.0,10.0,3,28.0,9.333333333333334,3,30.0,10.0,3,,,0,,,0,,,0
Evanna Lynch,Keo Motsepe,27,3,3rd Place,,Actor/Actress,27,18.0,6.0,3,24.0,8.0,3,27.0,9.0,3,24.0,8.0,3,24.0,8.0,3,29.0,9.666666666666666,3,29.5,9.833333333333334,3,29.0,9.666666666666666,3,30.0,10.0,3,,,0,,,0
Nancy McKeon,Valentin Chmerkovskiy,27,11,Eliminated Week 3,3.0,Actor/Actress,52,19.5,6.5,3,20.5,6.833333333333333,3,22.0,7.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
John Schneider,Emma Slater,27,8,Eliminated Week 7,7.0,Actor/Actress,58,18.0,6.0,3,21.5,7.166666666666667,3,21.0,7.0,3,21.0,7.0,3,24.0,8.0,3,19.0,6.333333333333333,3,27.0,9.0,3,,,0,,,0,,,0,,,0
Milo Manheim,Witney Carson,27,2,2nd Place,,Actor/Actress,17,20.0,6.666666666666667,3,26.0,8.666666666666666,3,27.0,9.0,3,29.0,9.666666666666666,3,27.0,9.0,3,30.0,10.0,3,29.0,9.666666666666666,3,27.5,9.166666666666666,3,30.0,10.0,3,,,0,,,0
Danelle Umstead,Artem Chigvintsev,27,12,Eliminated Week 2,2.0,Athlete,46,18.0,6.0,3,18.5,6.166666666666667,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Mary Lou Retton,Sasha Farber,27,9,Eliminated Week 6,6.0,Athlete,50,20.0,6.666666666666667,3,23.0,7.666666666666667,3,24.0,8.0,3,26.0,8.666666666666666,3,25.0,8.333333333333334,3,24.0,8.0,3,,,0,,,0,,,0,,,0,,,0
DeMarcus Ware,Lindsay Arnold,27,7,Eliminated Week 7,7.0,Athlete,36,23.0,7.666666666666667,3,23.5,7.833333333333333,3,26.0,8.666666666666666,3,22.0,7.333333333333333,3,26.0,8.666666666666666,3,26.0,8.666666666666666,3,26.5,8.833333333333334,3,,,0,,,0,,,0,,,0
Nikki Glaser,Gleb Savchenko,27,13,Eliminated Week 1,1.0,Comedian,34,17.5,5.833333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Bobby Bones,Sharna Burgess,27,1,1st Place,,Radio Personality,38,20.0,6.666666666666667,3,19.5,6.5,3,23.0,7.666666666666667,3,20.0,6.666666666666667,3,21.0,7.0,3,22.0,7.333333333333333,3,26.5,8.833333333333334,3,22.5,7.5,3,27.0,9.0,3,,,0,,,0
Tinashe,Brandon Armstrong,27,10,Eliminated Week 4,4.0,Singer/Rapper,25,23.0,7.666666666666667,3,26.0,8.666666666666666,3,27.0,9.0,3,26.0,8.666666666666666,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Alexis Ren,Alan Bersten,27,4,4th Place,,Social Media Personality,21,22.0,7.333333333333333,3,24.5,8.166666666666666,3,26.0,8.666666666666666,3,25.0,8.333333333333334,3,29.0,9.666666666666666,3,27.0,9.0,3,27.5,9.166666666666666,3,29.0,9.666666666666666,3,28.5,9.5,3,,,0,,,0
Joe Amabile,Jenna Johnson,27,6,Eliminated Week 8,8.0,TV Personality,32,14.0,4.666666666666667,3,17.5,5.833333333333333,3,18.0,6.0,3,15.0,5.0,3,17.0,5.666666666666667,3,22.0,7.333333333333333,3,23.5,7.833333333333333,3,23.0,7.666666666666667,3,,,0,,,0,,,0
Kate Flannery,Pasha Pashkov,28,7,Eliminated Week 8,8.0,Actor/Actress,55,15.0,5.0,3,21.0,7.0,3,24.0,8.0,3,26.0,6.5,4,24.0,8.0,3,27.0,9.0,3,24.0,8.0,3,25.9998,8.6666,3,,,0,,,0,,,0
James Van Der Beek,Emma Slater,28,5,Eliminated Week 10,10.0,Actor/Actress,42,21.0,7.0,3,20.0,6.666666666666667,3,23.0,7.666666666666667,3,28.0,7.0,4,26.0,8.666666666666666,3,27.0,9.0,3,27.0,9.0,3,31.9998,10.6666,3,36.0,9.0,4,25.5,8.5,3,,,0
Kel Mitchell,Witney Carson,28,2,2nd Place,,Actor/Actress,41,16.0,5.333333333333333,3,20.0,6.666666666666667,3,20.0,6.666666666666667,3,32.0,8.0,4,26.0,8.666666666666666,3,26.0,8.666666666666666,3,25.5,8.5,3,29.9998,9.999933333333333,3,37.0,9.25,4,28.5,9.5,3,29.5,9.833333333333334,3
Ray Lewis,Cheryl Burke,28,11,Withdrew,-1.0,Athlete,44,15.0,5.0,3,15.0,5.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Lamar Odom,Peta Murgatroyd,28,10,Eliminated Week 4,4.0,Athlete,39,11.0,3.6666666666666665,3,12.0,4.0,3,12.0,4.0,3,20.0,5.0,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Sailor Brinkley-Cook,Valentin Chmerkovskiy,28,9,Eliminated Week 6,6.0,Model,21,18.0,6.0,3,18.0,6.0,3,23.0,7.666666666666667,3,31.0,7.75,4,24.0,8.0,3,27.0,9.0,3,,,0,,,0,,,0,,,0,,,0
Sean Spicer,Lindsay Arnold,28,6,Eliminated Week 9,9.0,Politician,48,12.0,4.0,3,16.0,5.333333333333333,3,15.0,5.0,3,21.0,5.25,4,19.0,6.333333333333333,3,21.0,7.0,3,21.0,7.0,3,20.0,6.666666666666667,3,25.0,6.25,4,,,0,,,0
Mary Wilson,Brandon Armstrong,28,12,Eliminated Week 2,2.0,Singer/Rapper,75,17.0,5.666666666666667,3,15.0,5.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Lauren Alaina,Gleb Savchenko,28,4,4th Place,,Singer/Rapper,24,19.0,6.333333333333333,3,19.0,6.333333333333333,3,20.0,6.666666666666667,3,32.0,8.0,4,23.0,7.666666666666667,3,26.0,8.666666666666666,3,27.0,9.0,3,24.0,8.0,3,35.0,8.75,4,27.0,9.0,3,28.5,9.5,3
Ally Brooke,Sasha Farber,28,3,3rd Place,,Singer/Rapper,26,16.0,5.333333333333333,3,20.0,6.666666666666667,3,24.0,8.0,3,32.0,8.0,4,27.0,9.0,3,25.0,8.333333333333334,3,27.0,9.0,3,30.0,10.0,3,40.0,10.0,4,29.5,9.833333333333334,3,30.0,10.0,3
Karamo Brown,Jenna Johnson,28,8,Eliminated Week 7,7.0,TV Personality,38,17.0,5.666666666666667,3,19.0,6.333333333333333,3,16.0,5.333333333333333,3,28.0,7.0,4,21.0,7.0,3,25.0,8.333333333333334,3,24.5,8.166666666666666,3,,,0,,,0,,,0,,,0
Hannah Brown,Alan Bersten,28,1,1st Place,,TV Personality,24,20.0,6.666666666666667,3,24.0,8.0,3,21.0,7.0,3,32.0,8.0,4,25.0,8.333333333333334,3,24.0,8.0,3,26.0,8.666666666666666,3,30.9998,10.333266666666667,3,35.5,8.875,4,27.0,9.0,3,29.0,9.666666666666666,3
Anne Heche,Keo Motsepe,29,13,Eliminated Week 4,4.0,Actor/Actress,51,18.0,6.0,3,18.0,6.0,3,15.0,5.0,3,21.0,7.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Jesse Metcalfe,Sharna Burgess,29,12,Eliminated Week 5,5.0,Actor/Actress,41,18.0,6.0,3,20.0,6.666666666666667,3,20.0,6.666666666666667,3,21.0,7.0,3,19.0,6.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0
Chrishell Stause,Gleb Savchenko,29,8,Eliminated Week 8,8.0,Actor/Actress,39,13.0,4.333333333333333,3,18.0,6.0,3,22.0,7.333333333333333,3,22.0,7.333333333333333,3,19.0,6.333333333333333,3,24.0,8.0,3,26.0,8.666666666666666,3,27.0,9.0,3,,,0,,,0,,,0
Skai Jackson,Alan Bersten,29,5,Eliminated Week 10,10.0,Actor/Actress,18,21.0,7.0,3,15.0,5.0,3,18.0,6.0,3,28.0,9.333333333333334,3,24.0,8.0,3,18.0,6.0,3,27.0,9.0,3,26.9998,8.999933333333333,3,28.9998,9.6666,3,28.5,9.5,3,,,0
Justina Machado,Sasha Farber,29,4,4th Place,,Actor/Actress,48,21.0,7.0,3,21.0,7.0,3,19.0,6.333333333333333,3,24.0,8.0,3,24.0,8.0,3,27.0,9.0,3,26.0,8.666666666666666,3,28.9998,9.6666,3,25.9998,8.6666,3,29.0,9.666666666666666,3,30.0,10.0,3
Charles Oakley,Emma Slater,29,15,Eliminated Week 2,2.0,Athlete,56,12.0,4.0,3,15.0,5.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Veron Davis,Peta Murgatroyd,29,11,Eliminated Week 6,6.0,Athlete,36,17.0,5.666666666666667,3,18.0,6.0,3,22.0,7.333333333333333,3,22.0,7.333333333333333,3,21.0,7.0,3,21.0,7.0,3,,,0,,,0,,,0,,,0,,,0
Johnny Weir,Britt Stewart,29,6,Eliminated Week 10,10.0,Athlete,36,18.0,6.0,3,18.0,6.0,3,24.0,8.0,3,24.0,8.0,3,29.0,9.666666666666666,3,22.0,7.333333333333333,3,27.0,9.0,3,30.0,10.0,3,30.0,10.0,3,28.5,9.5,3,,,0
Nev Schulman,Jenna Johnson,29,2,2nd Place,,Producer,35,20.0,6.666666666666667,3,21.0,7.0,3,24.0,8.0,3,24.0,8.0,3,26.0,8.666666666666666,3,26.0,8.666666666666666,3,30.0,10.0,3,30.0,10.0,3,28.9998,9.6666,3,30.0,10.0,3,30.0,10.0,3
AJ McLean,Cheryl Burke,29,7,Eliminated Week 9,9.0,Singer/Rapper,42,18.0,6.0,3,19.0,6.333333333333333,3,21.0,7.0,3,24.0,8.0,3,24.0,8.0,3,27.0,9.0,3,26.0,8.666666666666666,3,27.0,9.0,3,24.9998,8.333266666666667,3,,,0,,,0
Nelly,Daniella Karagach,29,3,3rd Place,,Singer/Rapper,45,16.0,5.333333333333333,3,18.0,6.0,3,18.0,6.0,3,21.0,7.0,3,24.0,8.0,3,24.0,8.0,3,27.0,9.0,3,24.0,8.0,3,24.0,8.0,3,28.0,9.333333333333334,3,28.5,9.5,3
Kaitlyn Bristowe,Artem Chigvintsev,29,1,1st Place,,TV Personality,35,20.0,6.666666666666667,3,22.0,7.333333333333333,3,23.0,7.666666666666667,3,25.0,8.333333333333334,3,27.0,9.0,3,27.0,9.0,3,24.0,8.0,3,28.0,9.333333333333334,3,30.0,10.0,3,30.0,10.0,3,30.0,10.0,3
Carole Baskin,Pasha Pashkov,29,14,Eliminated Week 3,3.0,TV Personality,59,11.0,3.6666666666666665,3,16.0,5.333333333333333,3,12.0,4.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Monica Aldama,Valentin Chmerkovskiy,29,10,Eliminated Week 7,7.0,TV Personality,48,19.0,6.333333333333333,3,16.0,5.333333333333333,3,21.0,7.0,3,24.0,8.0,3,26.0,8.666666666666666,3,27.0,9.0,3,22.0,7.333333333333333,3,,,0,,,0,,,0,,,0
Jeannie Mai,Brandon Armstrong,29,9,Withdrew,-1.0,TV Personality,41,18.0,6.0,3,18.0,6.0,3,22.0,7.333333333333333,3,21.0,7.0,3,24.0,8.0,3,25.0,8.333333333333334,3,25.0,8.333333333333334,3,,,0,,,0,,,0,,,0
Martin Kove,Britt Stewart,30,15,Eliminated Week 2,2.0,Actor/Actress,75,13.0,3.25,4,15.0,3.75,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Brian Austin Green,Sharna Burgess,30,13,Eliminated Week 4,4.0,Actor/Actress,48,24.0,6.0,4,23.0,5.75,4,19.0,6.333333333333333,3,26.0,6.5,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Melora Hardin,Artem Chigvintsev,30,6,Eliminated Week 9,9.0,Actor/Actress,54,26.0,6.5,4,27.0,6.75,4,23.0,7.666666666666667,3,36.5,9.125,4,36.0,9.0,4,34.0,8.5,4,38.0,9.5,4,42.0,10.5,4,36.0,9.0,4,,,0,,,0
Matt James,Lindsay Arnold,30,12,Eliminated Week 4,4.0,Athlete,29,24.0,6.0,4,22.0,5.5,4,20.0,6.666666666666667,3,28.5,7.125,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0
"Mike ""The Miz"" Mizanin",Witney Carson,30,9,Eliminated Week 7,7.0,Athlete,40,24.0,6.0,4,26.0,6.5,4,22.0,7.333333333333333,3,32.5,8.125,4,32.0,8.0,4,34.0,8.5,4,32.0,8.0,4,,,0,,,0,,,0,,,0
Suni Lee,Sasha Farber,30,5,Eliminated Week 9,9.0,Athlete,18,28.0,7.0,4,28.0,7.0,4,21.0,7.0,3,34.0,8.5,4,36.0,9.0,4,36.0,9.0,4,34.0,8.5,4,42.0,10.5,4,37.5,9.375,4,,,0,,,0
Iman Shumpert,Daniella Karagach,30,1,1st Place,,Athlete,31,21.0,5.25,4,25.0,6.25,4,19.0,6.333333333333333,3,31.5,7.875,4,28.0,7.0,4,40.0,10.0,4,34.0,8.5,4,35.0,8.75,4,37.5,9.375,4,40.0,10.0,4,,,0
Cody Rigsby,Cheryl Burke,30,3,3rd Place,,Fitness Instructor,34,24.0,6.0,4,24.0,6.0,4,18.0,6.0,3,29.0,7.25,4,32.0,8.0,4,36.0,9.0,4,36.0,9.0,4,38.0,9.5,4,35.5,8.875,4,38.0,9.5,4,,,0
Melanie C,Gleb Savchenko,30,11,Eliminated Week 5,5.0,Singer/Rapper,47,27.0,6.75,4,30.0,7.5,4,22.0,7.333333333333333,3,33.0,8.25,4,36.0,9.0,4,,,0,,,0,,,0,,,0,,,0,,,0
Jimmie Allen,Emma Slater,30,7,Eliminated Week 8,8.0,Singer/Rapper,36,22.0,5.5,4,27.0,6.75,4,20.0,6.666666666666667,3,32.5,8.125,4,34.0,8.5,4,38.0,9.5,4,38.0,9.5,4,32.0,8.0,4,,,0,,,0,,,0
Olivia Jade,Valentin Chmerkovskiy,30,8,Eliminated Week 8,8.0,Social Media Personality,21,25.0,6.25,4,27.0,6.75,4,24.0,8.0,3,35.0,8.75,4,36.0,9.0,4,36.0,9.0,4,42.0,10.5,4,36.0,9.0,4,,,0,,,0,,,0
JoJo Siwa,Jenna Johnson,30,2,2nd Place,,Social Media Personality,18,29.0,7.25,4,31.0,7.75,4,24.0,8.0,3,35.0,8.75,4,40.0,10.0,4,40.0,10.0,4,39.0,9.75,4,41.0,10.25,4,40.0,10.0,4,40.0,10.0,4,,,0
Christine Chiu,Pasha Pashkov,30,14,Eliminated Week 3,3.0,TV Personality,38,25.0,6.25,4,24.0,6.0,4,21.0,7.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Kenya Moore,Brandon Armstrong,30,10,Eliminated Week 6,6.0,TV Personality,50,26.0,6.5,4,24.0,6.0,4,21.0,7.0,3,29.5,7.375,4,36.0,9.0,4,32.0,8.0,4,,,0,,,0,,,0,,,0,,,0
Amanda Kloots,Alan Bersten,30,4,4th Place,,TV Personality,39,28.0,7.0,4,32.0,8.0,4,24.0,8.0,3,34.0,8.5,4,39.0,9.75,4,38.0,9.5,4,34.0,8.5,4,42.0,10.5,4,39.5,9.875,4,39.0,9.75,4,,,0
Jason Lewis,Peta Murgatroyd,31,16,Eliminated Week 1,1.0,Actor/Actress,51,18.0,4.5,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Cheryl Ladd,Louis van Amstel,31,14,Eliminated Week 3,3.0,Actor/Actress,71,21.0,5.25,4,21.0,5.25,4,24.0,6.0,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Selma Blair,Sasha Farber,31,12,Withdrew,-1.0,Actor/Actress,50,28.0,7.0,4,28.0,7.0,4,28.0,7.0,4,32.0,8.0,4,40.0,10.0,4,,,0,,,0,,,0,,,0,,,0,,,0
Joseph Baena,Daniella Karagach,31,11,Eliminated Week 5,5.0,Actor/Actress,24,23.0,5.75,4,24.0,6.0,4,29.0,7.25,4,28.0,7.0,4,35.0,8.75,4,,,0,,,0,,,0,,,0,,,0,,,0
Trevor Donovan,Emma Slater,31,6,Eliminated Week 9,9.0,Actor/Actress,39,21.0,5.25,4,30.0,7.5,4,27.0,6.75,4,28.0,7.0,4,36.0,9.0,4,34.0,8.5,4,39.0,9.75,4,39.0,9.75,4,32.5,8.125,4,,,0,,,0
Daniel Durant,Britt Stewart,31,5,Eliminated Week 9,9.0,Actor/Actress,32,27.0,6.75,4,29.0,7.25,4,31.0,7.75,4,29.0,7.25,4,33.5,8.375,4,34.0,8.5,4,36.5,9.125,4,39.0,9.75,4,34.5,8.625,4,,,0,,,0
Wayne Brady,Witney Carson,31,3,3rd Place,,Comedian,50,29.0,7.25,4,32.0,8.0,4,33.0,8.25,4,36.0,9.0,4,41.0,10.25,4,34.0,8.5,4,38.0,9.5,4,45.0,11.25,4,36.5,9.125,4,38.0,9.5,4,,,0
Sam Champion,Cheryl Burke,31,13,Eliminated Week 4,4.0,News Anchor,61,20.0,5.0,4,26.0,6.5,4,25.0,6.25,4,25.0,6.25,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Jessie James Decker,Alan Bersten,31,10,Eliminated Week 6,6.0,Singer/Rapper,34,20.0,5.0,4,25.0,6.25,4,26.0,6.5,4,31.0,7.75,4,36.0,9.0,4,32.0,8.0,4,,,0,,,0,,,0,,,0,,,0
Jordin Sparks,Brandon Armstrong,31,9,Eliminated Week 7,7.0,Singer/Rapper,32,26.0,6.5,4,27.0,6.75,4,29.0,7.25,4,34.0,8.5,4,35.5,8.875,4,34.0,8.5,4,34.5,8.625,4,,,0,,,0,,,0,,,0
Heidi D'Amelio,Artem Chigvintsev,31,8,Eliminated Week 8,8.0,Social Media Personality,50,24.0,6.0,4,28.0,7.0,4,32.0,8.0,4,34.0,8.5,4,39.0,9.75,4,36.0,9.0,4,35.0,8.75,4,35.0,8.75,4,,,0,,,0,,,0
Charli D'Amelio,Mark Ballas,31,1,1st Place,,Social Media Personality,18,32.0,8.0,4,32.0,8.0,4,33.0,8.25,4,36.0,9.0,4,42.0,10.5,4,40.0,10.0,4,39.0,9.75,4,45.0,11.25,4,40.0,10.0,4,40.0,10.0,4,,,0
Teresa Giudice,Pasha Pashkov,31,15,Eliminated Week 2,2.0,TV Personality,50,20.0,5.0,4,23.0,5.75,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Vinny Guadagnino,Koko Iwasaki,31,7,Eliminated Week 8,8.0,TV Personality,34,17.0,4.25,4,27.0,6.75,4,23.0,5.75,4,29.0,7.25,4,31.0,7.75,4,28.0,7.0,4,31.5,7.875,4,29.0,7.25,4,,,0,,,0,,,0
Shangela,Gleb Savchenko,31,4,4th Place,,TV Personality,40,28.0,7.0,4,28.0,7.0,4,30.0,7.5,4,32.0,8.0,4,38.5,9.625,4,36.0,9.0,4,36.5,9.125,4,42.0,10.5,4,36.5,9.125,4,38.0,9.5,4,,,0
Gabby Windey,Valentin Chmerkovskiy,31,2,2nd Place,,TV Personality,31,28.0,7.0,4,32.0,8.0,4,33.0,8.25,4,36.0,9.0,4,41.0,10.25,4,37.0,9.25,4,35.5,8.875,4,40.0,10.0,4,40.0,10.0,4,40.0,10.0,4,,,0
Jamie Lynn Spears,Alan Bersten,32,13,Eliminated Week 2,2.0,Actor/Actress,32,15.0,5.0,3,16.0,5.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Mira Sorvino,Gleb Savchenko,32,10,Eliminated Week 5,5.0,Actor/Actress,55,17.0,5.666666666666667,3,18.0,6.0,3,26.0,6.5,4,21.0,7.0,3,22.0,7.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0
Barry Williams,Peta Murgatroyd,32,7,Eliminated Week 8,8.0,Actor/Actress,68,16.0,5.333333333333333,3,15.0,5.0,3,25.0,6.25,4,18.0,6.0,3,24.0,8.0,3,32.0,8.0,4,32.5,8.125,4,35.0,8.75,4,,,0,,,0,,,0
Alyson Hannigan,Sasha Farber,32,5,5th Place,,Actor/Actress,49,13.0,4.333333333333333,3,19.0,6.333333333333333,3,24.0,6.0,4,18.0,6.0,3,21.0,7.0,3,31.0,7.75,4,35.0,8.75,4,36.0,9.0,4,32.0,8.0,4,25.5,8.5,3,26.5,8.833333333333334,3
Xochitl Gomez,Valentin Chmerkovskiy,32,1,1st Place,,Actor/Actress,17,18.0,6.0,3,24.0,8.0,3,32.0,8.0,4,27.0,9.0,3,28.0,9.333333333333334,3,42.0,10.5,4,37.0,9.25,4,40.0,10.0,4,41.0,10.25,4,30.0,10.0,3,30.0,10.0,3
Adrian Peterson,Britt Stewart,32,11,Eliminated Week 4,4.0,Athlete,38,18.0,6.0,3,15.0,5.0,3,22.0,5.5,4,21.0,7.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Matt Walsh,Koko Iwasaki,32,14,Eliminated Week 1,1.0,Comedian,58,12.0,4.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Tyson Beckford,Jenna Johnson,32,12,Eliminated Week 3,3.0,Model,52,12.0,4.0,3,18.0,6.0,3,20.0,5.0,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Jason Mraz,Daniella Karagach,32,2,2nd Place,,Singer/Rapper,46,21.0,7.0,3,24.0,8.0,3,34.0,8.5,4,24.0,8.0,3,27.0,9.0,3,39.0,9.75,4,36.0,9.0,4,33.0,8.25,4,43.0,10.75,4,28.5,9.5,3,30.0,10.0,3
Lele Pons,Brandon Armstrong,32,8,Eliminated Week 7,7.0,Social Media Personality,27,19.0,6.333333333333333,3,21.0,7.0,3,27.0,6.75,4,22.0,7.333333333333333,3,24.0,8.0,3,37.0,9.25,4,36.5,9.125,4,,,0,,,0,,,0,,,0
Harry Jowsey,Rylee Arnold,32,6,Eliminated Week 9,9.0,TV Personality,26,12.0,4.0,3,15.0,5.0,3,24.0,6.0,4,21.0,7.0,3,18.0,6.0,3,29.0,7.25,4,32.0,8.0,4,28.0,7.0,4,30.0,7.5,4,,,0,,,0
Mauricio Umansky,Emma Slater,32,9,Eliminated Week 6,6.0,TV Personality,53,15.0,5.0,3,12.0,4.0,3,23.0,5.75,4,19.0,6.333333333333333,3,24.0,8.0,3,33.0,8.25,4,,,0,,,0,,,0,,,0,,,0
Charity Lawson,Artem Chigvintsev,32,4,4th Place,,TV Personality,27,22.0,7.333333333333333,3,21.0,7.0,3,32.0,8.0,4,24.0,8.0,3,28.0,9.333333333333334,3,38.0,9.5,4,36.0,9.0,4,39.0,9.75,4,38.0,9.5,4,29.5,9.833333333333334,3,29.5,9.833333333333334,3
Ariana Madix,Pasha Pashkov,32,3,3rd Place,,TV Personality,38,21.0,7.0,3,20.0,6.666666666666667,3,34.0,8.5,4,25.0,8.333333333333334,3,24.0,8.0,3,41.0,10.25,4,37.0,9.25,4,42.0,10.5,4,37.0,9.25,4,29.0,9.666666666666666,3,29.5,9.833333333333334,3
Tori Spelling,Pasha Pashkov,33,12,Eliminated Week 2,2.0,Actor/Actress,51,17.0,5.666666666666667,3,19.0,6.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Eric Roberts,Britt Stewart,33,10,Eliminated Week 3,3.0,Actor/Actress,68,15.0,5.0,3,15.0,5.0,3,23.0,5.75,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
